yourlist:M202206094ABAA9BC7178C81CEBC9459510EDDEA34FF825K	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
LOC574669	A0A7M7N9P1	A0A7M7N9P1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2059
LOC574669	A0A7M7N9Q2	A0A7M7N9Q2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2053
LOC574669	A0A7M7NA05	A0A7M7NA05_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1802
LOC574669	A0A7M7NBH5	A0A7M7NBH5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2059
LOC574669	A0A7M7NBI7	A0A7M7NBI7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1741
LOC574669	A0A7M7NBS1	A0A7M7NBS1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2022
LOC574669	A0A7M7NCT8	A0A7M7NCT8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2010
LOC574669	A0A7M7SUX4	A0A7M7SUX4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2009
LOC574669	A0A7M7SV12	A0A7M7SV12_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1971
LOC586862	A0A7M7N6V0	A0A7M7N6V0_STRPU	unreviewed	Peptidylprolyl isomerase (EC 5.2.1.8)		Strongylocentrotus purpuratus (Purple sea urchin)	253
LOC586862	A0A7M7N7F4	A0A7M7N7F4_STRPU	unreviewed	Peptidylprolyl isomerase (EC 5.2.1.8)		Strongylocentrotus purpuratus (Purple sea urchin)	254
LOC586862	A0A7M7N9Z9	A0A7M7N9Z9_STRPU	unreviewed	NPL domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	317
LOC586862	A0A7M7SUE5	A0A7M7SUE5_STRPU	unreviewed	Peptidylprolyl isomerase (EC 5.2.1.8)		Strongylocentrotus purpuratus (Purple sea urchin)	256
LOC586862	A0A7M7SUH6	A0A7M7SUH6_STRPU	unreviewed	Peptidylprolyl isomerase (EC 5.2.1.8)		Strongylocentrotus purpuratus (Purple sea urchin)	255
LOC593212	A0A7M7PG85	A0A7M7PG85_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	856
LOC593212	A0A7M7PHQ6	A0A7M7PHQ6_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	922
LOC577084	A0A7M7NH31	A0A7M7NH31_STRPU	unreviewed	BEACH-type PH domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1982
LOC577084	A0A7M7NH46	A0A7M7NH46_STRPU	unreviewed	BEACH-type PH domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	2010
LOC577084	A0A7M7NH47	A0A7M7NH47_STRPU	unreviewed	BEACH-type PH domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1999
LOC577084	A0A7M7NHD2	A0A7M7NHD2_STRPU	unreviewed	BEACH-type PH domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	2007
LOC577084	A0A7M7NHG3	A0A7M7NHG3_STRPU	unreviewed	BEACH-type PH domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	2010
LOC577084	A0A7M7NHM9	A0A7M7NHM9_STRPU	unreviewed	BEACH-type PH domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	2011
LOC577084	A0A7M7NJ34	A0A7M7NJ34_STRPU	unreviewed	BEACH-type PH domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	2010
LOC577084	A0A7M7NJF2	A0A7M7NJF2_STRPU	unreviewed	BEACH-type PH domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1969
LOC589845	A0A7M7REJ7	A0A7M7REJ7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	539
LOC100890018	A0A7M7HFY1	A0A7M7HFY1_STRPU	unreviewed	CSD domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	657
LOC100890018	A0A7M7HIV6	A0A7M7HIV6_STRPU	unreviewed	CSD domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	743
LOC578486	A0A7M7RD85	A0A7M7RD85_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	470
LOC100892685	A0A7M7PPS1	A0A7M7PPS1_STRPU	unreviewed	Homeobox domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	309
LOC579719	A0A7M7T504	A0A7M7T504_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1501
LOC115922816	A0A7M7NRE8	A0A7M7NRE8_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	320
LOC578724	A0A7M7LU14	A0A7M7LU14_STRPU	unreviewed	Thyrotropin-releasing hormone receptor (Thyroliberin receptor)		Strongylocentrotus purpuratus (Purple sea urchin)	441
LOC578131	A0A7M7MXV1	A0A7M7MXV1_STRPU	unreviewed	Isocitrate dehydrogenase [NAD] subunit, mitochondrial		Strongylocentrotus purpuratus (Purple sea urchin)	402
LOC578131	A0A7M7MY28	A0A7M7MY28_STRPU	unreviewed	Isocitrate dehydrogenase [NAD] subunit, mitochondrial		Strongylocentrotus purpuratus (Purple sea urchin)	400
LOC578131	A0A7M7MYQ9	A0A7M7MYQ9_STRPU	unreviewed	Isocitrate dehydrogenase [NAD] subunit, mitochondrial		Strongylocentrotus purpuratus (Purple sea urchin)	400
LOC578131	A0A7M7MZZ8	A0A7M7MZZ8_STRPU	unreviewed	Isocitrate dehydrogenase [NAD] subunit, mitochondrial		Strongylocentrotus purpuratus (Purple sea urchin)	394
LOC588391	A0A7M7RH02	A0A7M7RH02_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	627
LOC105440120	A0A7M7N513	A0A7M7N513_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	439
LOC115928508	A0A7M7PKD9	A0A7M7PKD9_STRPU	unreviewed	Ig-like domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	190
LOC115926399	A0A7M7P8X7	A0A7M7P8X7_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	337
LOC576080	A0A7M7P2Q5	A0A7M7P2Q5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2495
LOC105446364	A0A7M7PS72	A0A7M7PS72_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1159
LOC588806	A0A7M7RGC6	A0A7M7RGC6_STRPU	unreviewed	Carrier domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	2424
LOC594471	A0A7M7NBE4	A0A7M7NBE4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	245
LOC583781	A0A7M7SWW2	A0A7M7SWW2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	458
LOC588040	A0A7M7N4R0	A0A7M7N4R0_STRPU	unreviewed	Vacuolar protein sorting-associated protein 35		Strongylocentrotus purpuratus (Purple sea urchin)	797
LOC105437140	A0A7M7P516	A0A7M7P516_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1009
LOC591779	A0A7M7PS73	A0A7M7PS73_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	718
LOC591779	A0A7M7PSK2	A0A7M7PSK2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	705
LOC591779	A0A7M7PUB7	A0A7M7PUB7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	717
LOC591779	A0A7M7T5M1	A0A7M7T5M1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	717
LOC115923306	A0A7M7SY01	A0A7M7SY01_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	213
LOC592572	A0A7M7N1Y6	A0A7M7N1Y6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	499
LOC752039	A0A7M7LKU2	A0A7M7LKU2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	381
LOC100893682	A0A7M7N856	A0A7M7N856_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	374
LOC100893682	A0A7M7SUS5	A0A7M7SUS5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	303
LOC100890186	A0A7M7HK18	A0A7M7HK18_STRPU	unreviewed	DED domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1054
LOC100890186	A0A7M7HK71	A0A7M7HK71_STRPU	unreviewed	DED domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1053
LOC105441563	A0A7M7ND61	A0A7M7ND61_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	440
LOC100888117	A0A7M7NWQ1	A0A7M7NWQ1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	441
LOC575572	A0A7M7R9V8	A0A7M7R9V8_STRPU	unreviewed	Homeobox domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	446
LOC591982	A0A7M7HPZ6	A0A7M7HPZ6_STRPU	unreviewed	Cystic fibrosis transmembrane conductance regulator (EC 5.6.1.6) (ATP-binding cassette sub-family C member 7) (Channel conductance-controlling ATPase) (cAMP-dependent chloride channel)		Strongylocentrotus purpuratus (Purple sea urchin)	1443
LOC591982	A0A7M7NKP7	A0A7M7NKP7_STRPU	unreviewed	Cystic fibrosis transmembrane conductance regulator (EC 5.6.1.6) (ATP-binding cassette sub-family C member 7) (Channel conductance-controlling ATPase) (cAMP-dependent chloride channel)		Strongylocentrotus purpuratus (Purple sea urchin)	1428
LOC587391	A0A7M7TGX3	A0A7M7TGX3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	642
LOC115922482	A0A7M7NJ69	A0A7M7NJ69_STRPU	unreviewed	Fucosyltransferase (EC 2.4.1.-)		Strongylocentrotus purpuratus (Purple sea urchin)	240
LOC105446170	A0A7M7NJ98	A0A7M7NJ98_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1269
LOC115923684	A0A7M7NXA8	A0A7M7NXA8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	92
LOC105444582	A0A7M7HL36	A0A7M7HL36_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	291
LOC100892728	A0A7M7NQ75	A0A7M7NQ75_STRPU	unreviewed	TIR domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	854
LOC764695	A0A7M7N6C6	A0A7M7N6C6_STRPU	unreviewed	DUF3736 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1046
LOC115918430	A0A7M7NBK1	A0A7M7NBK1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	241
LOC105438490	A0A7M7NUU2	A0A7M7NUU2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	683
LOC100891517	A0A7M7N8N2	A0A7M7N8N2_STRPU	unreviewed	SRCR domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	368
LOC589628	A0A7M7MXN1	A0A7M7MXN1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	403
LOC105440177	A0A7M7N3P9	A0A7M7N3P9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	231
LOC756859	A0A7M7HMG6	A0A7M7HMG6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	554
LOC756859	A0A7M7HPY6	A0A7M7HPY6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	622
LOC756859	A0A7M7NW09	A0A7M7NW09_STRPU	unreviewed	Cellular tumor antigen p53 (Tumor suppressor p53)		Strongylocentrotus purpuratus (Purple sea urchin)	690
LOC574714	A0A7M7RB25	A0A7M7RB25_STRPU	unreviewed	Adenosylhomocysteinase (EC 3.3.1.1)		Strongylocentrotus purpuratus (Purple sea urchin)	431
LOC584983	A0A7M7NHT5	A0A7M7NHT5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	220
LOC100889970	A0A7M7MY37	A0A7M7MY37_STRPU	unreviewed	Actin-related protein 8		Strongylocentrotus purpuratus (Purple sea urchin)	587
LOC100889970	A0A7M7MYR9	A0A7M7MYR9_STRPU	unreviewed	Actin-related protein 8		Strongylocentrotus purpuratus (Purple sea urchin)	585
LOC581090	A0A7M7HIY3	A0A7M7HIY3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	506
LOC100891343	A0A7M7PA19	A0A7M7PA19_STRPU	unreviewed	DUF1619 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1360
LOC100891343	A0A7M7T240	A0A7M7T240_STRPU	unreviewed	DUF1619 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1368
LOC589560	A0A7M7PV42	A0A7M7PV42_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2252
LOC581299	A0A7M7N5N9	A0A7M7N5N9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1615
LOC581299	A0A7M7N5P1	A0A7M7N5P1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1672
LOC581299	A0A7M7N5P6	A0A7M7N5P6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1662
LOC581299	A0A7M7N5V5	A0A7M7N5V5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1676
LOC581299	A0A7M7N5Z5	A0A7M7N5Z5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1683
LOC581299	A0A7M7N603	A0A7M7N603_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1429
LOC581299	A0A7M7N6A1	A0A7M7N6A1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1664
LOC581299	A0A7M7N7F2	A0A7M7N7F2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1654
LOC581299	A0A7M7N7M1	A0A7M7N7M1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1675
LOC581299	A0A7M7N8L4	A0A7M7N8L4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1673
LOC581299	A0A7M7SU59	A0A7M7SU59_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1673
LOC581299	A0A7M7SU92	A0A7M7SU92_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1671
LOC576259	A0A7M7HGN5	A0A7M7HGN5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1553
LOC576259	A0A7M7HJT6	A0A7M7HJT6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1584
LOC576259	A0A7M7RA08	A0A7M7RA08_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1585
LOC105441964	A0A7M7NBB6	A0A7M7NBB6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	775
LOC582497	A0A7M7PA13	A0A7M7PA13_STRPU	unreviewed	Phosphorylase kinase (EC 2.7.11.19)		Strongylocentrotus purpuratus (Purple sea urchin)	415
LOC593157	A0A7M7PB87	A0A7M7PB87_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1587
LOC756881	A0A7M7P1Z5	A0A7M7P1Z5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2588
LOC756881	A0A7M7P4B3	A0A7M7P4B3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2548
LOC756881	A0A7M7P7K1	A0A7M7P7K1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2449
LOC582972	A0A7M7TGW1	A0A7M7TGW1_STRPU	unreviewed	Peptidase_M14 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	439
LOC580339	A0A7M7RB60	A0A7M7RB60_STRPU	unreviewed	Transporter		Strongylocentrotus purpuratus (Purple sea urchin)	673
LOC115926446	A0A7M7P7Q7	A0A7M7P7Q7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	313
LOC575307	A0A7M7PSF2	A0A7M7PSF2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	629
LOC100890361	A0A7M7N2L5	A0A7M7N2L5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1286
LOC583598	A0A7M7RCF1	A0A7M7RCF1_STRPU	unreviewed	RRM domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	272
LOC579431	A0A7M7TGK9	A0A7M7TGK9_STRPU	unreviewed	Stathmin		Strongylocentrotus purpuratus (Purple sea urchin)	147
LOC594652	A0A7M7N0U6	A0A7M7N0U6_STRPU	unreviewed	DUF4210 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1052
LOC594652	A0A7M7N110	A0A7M7N110_STRPU	unreviewed	DUF4210 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1048
LOC594652	A0A7M7N205	A0A7M7N205_STRPU	unreviewed	DUF4210 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1046
LOC100893988	A0A7M7NVU1	A0A7M7NVU1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	547
LOC580563	A0A7M7HMQ2	A0A7M7HMQ2_STRPU	unreviewed	Protein kinase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	398
LOC100891504	A0A7M7HJ61	A0A7M7HJ61_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	355
LOC577108	A0A7M7MZ00	A0A7M7MZ00_STRPU	unreviewed	Homeobox domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	343
LOC582142	A0A7M7HJS2	A0A7M7HJS2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	703
LOC582142	A0A7M7NWE5	A0A7M7NWE5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	645
LOC582142	A0A7M7RFP2	A0A7M7RFP2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	702
LOC100889118	A0A7M7NIF5	A0A7M7NIF5_STRPU	unreviewed	Guanylate cyclase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	343
LOC115918120	A0A7M7N1K4	A0A7M7N1K4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	959
LOC115918120	A0A7M7N1R0	A0A7M7N1R0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	885
LOC115918120	A0A7M7N1S5	A0A7M7N1S5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	811
LOC115918120	A0A7M7N1T0	A0A7M7N1T0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	939
LOC105443261	A0A7M7NS32	A0A7M7NS32_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	518
LOC585725	A0A7M7HMI5	A0A7M7HMI5_STRPU	unreviewed	Superoxide dismutase copper chaperone		Strongylocentrotus purpuratus (Purple sea urchin)	262
LOC100891533	A0A7M7NNQ2	A0A7M7NNQ2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	260
LOC100891533	A0A7M7NQY4	A0A7M7NQY4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	212
LOC100892981	A0A7M7GFT5	A0A7M7GFT5_STRPU	unreviewed	RING-type domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	398
LOC105440768	A0A7M7N7M9	A0A7M7N7M9_STRPU	unreviewed	EGF-like domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	619
LOC105442246	A0A7M7PFG1	A0A7M7PFG1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4377
LOC588358	A0A7M7RDT6	A0A7M7RDT6_STRPU	unreviewed	Homeobox domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	308
LOC105440449	A0A7M7MZ83	A0A7M7MZ83_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	209
LOC594670	A0A7M7RHD7	A0A7M7RHD7_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	364
LOC580024	A0A7M7HFJ9	A0A7M7HFJ9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	437
LOC575943	A0A7M7N1A1	A0A7M7N1A1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	340
LOC583030	A0A7M7NSP2	A0A7M7NSP2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	267
LOC100888728	A0A7M7HHB1	A0A7M7HHB1_STRPU	unreviewed	SAM domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1148
LOC588327	A0A7M7RI21	A0A7M7RI21_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	149
LOC582506	A0A7M7HES7	A0A7M7HES7_STRPU	unreviewed	Deubiquitinating enzyme A		Strongylocentrotus purpuratus (Purple sea urchin)	623
LOC582506	A0A7M7RH48	A0A7M7RH48_STRPU	unreviewed	Deubiquitinating enzyme A		Strongylocentrotus purpuratus (Purple sea urchin)	635
LOC100892002	A0A7M7GI75	A0A7M7GI75_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	272
LOC582046	A0A7M7HMC8	A0A7M7HMC8_STRPU	unreviewed	Sulfotransfer_1 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	390
LOC582046	A0A7M7RDP1	A0A7M7RDP1_STRPU	unreviewed	Sulfotransfer_1 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	439
LOC581936	A0A7M7MYI0	A0A7M7MYI0_STRPU	unreviewed	tRNA_SAD domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	405
LOC581936	A0A7M7SSR6	A0A7M7SSR6_STRPU	unreviewed	AA_TRNA_LIGASE_II_ALA domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	411
LOC105438652	A0A7M7PMM3	A0A7M7PMM3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1175
LOC582279	A0A7M7PRJ6	A0A7M7PRJ6_STRPU	unreviewed	Protein kinase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	594
LOC574679	A0A7M7PKU4	A0A7M7PKU4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4653
