yourlist:M202206095BF3C56A578D7D6DFD1FC81EE5DA773050093F2	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
LOC756535	A0A7M7G9T3	A0A7M7G9T3_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	228
LOC583138	A0A7M7NVF8	A0A7M7NVF8_STRPU	unreviewed	Phosphopyruvate hydratase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase)		Strongylocentrotus purpuratus (Purple sea urchin)	579
LOC755388	A0A7M7NRA1	A0A7M7NRA1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	921
LOC755388	A0A7M7NRN9	A0A7M7NRN9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	840
LOC755388	A0A7M7NTW1	A0A7M7NTW1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	889
LOC755388	A0A7M7NWS3	A0A7M7NWS3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	887
LOC755388	A0A7M7SYE8	A0A7M7SYE8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	842
LOC764176	A0A7M7P5E3	A0A7M7P5E3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	569
LOC105439455	A0A7M7N6L2	A0A7M7N6L2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	525
LOC576786	A0A7M7GNV9	A0A7M7GNV9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	429
LOC100890299	A0A7M7GGT4	A0A7M7GGT4_STRPU	unreviewed	Fucosyltransferase (EC 2.4.1.-)		Strongylocentrotus purpuratus (Purple sea urchin)	369
LOC105437653	A0A7M7NE41	A0A7M7NE41_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	541
LOC582174	A0A7M7P5T4	A0A7M7P5T4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5145
LOC582174	A0A7M7P624	A0A7M7P624_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5138
LOC582174	A0A7M7P800	A0A7M7P800_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5144
LOC582174	A0A7M7PBA5	A0A7M7PBA5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5138
LOC582174	A0A7M7T1C6	A0A7M7T1C6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5133
LOC576744	A0A7M7HMW7	A0A7M7HMW7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	375
LOC115929607	A0A7M7PSS4	A0A7M7PSS4_STRPU	unreviewed	Protein transport protein SEC23		Strongylocentrotus purpuratus (Purple sea urchin)	303
LOC105437677	A0A7M7P064	A0A7M7P064_STRPU	unreviewed	EGF-like domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	323
LOC105446264	A0A7M7P0X9	A0A7M7P0X9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	413
LOC590617	A0A7M7REC0	A0A7M7REC0_STRPU	unreviewed	Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase (EC 2.4.1.256)		Strongylocentrotus purpuratus (Purple sea urchin)	464
LOC100890288	A0A7M7GEH4	A0A7M7GEH4_STRPU	unreviewed	USP domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	955
LOC100890288	A0A7M7N1P4	A0A7M7N1P4_STRPU	unreviewed	USP domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	928
LOC756287	A0A7M7PIH0	A0A7M7PIH0_STRPU	unreviewed	MFS domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	572
LOC100887875	A0A7M7PS41	A0A7M7PS41_STRPU	unreviewed	EGF-like domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	259
LOC105437006	A0A7M7SV89	A0A7M7SV89_STRPU	unreviewed	NACHT domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	2804
LOC582521	A0A7M7P5R1	A0A7M7P5R1_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	369
LOC100890628	A0A7M7GK59	A0A7M7GK59_STRPU	unreviewed	Corticotropin-releasing factor-binding protein (Corticotropin-releasing hormone-binding protein)		Strongylocentrotus purpuratus (Purple sea urchin)	339
LOC115928905	A0A7M7PNG1	A0A7M7PNG1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	212
LOC590781	A0A7M7PL56	A0A7M7PL56_STRPU	unreviewed	Protein-tyrosine-phosphatase (EC 3.1.3.48)		Strongylocentrotus purpuratus (Purple sea urchin)	308
LOC588386	A0A7M7MYZ6	A0A7M7MYZ6_STRPU	unreviewed	YjeF N-terminal domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	203
LOC753057	A0A7M7G9H7	A0A7M7G9H7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	308
LOC105444773	A0A7M7LWD9	A0A7M7LWD9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	178
LOC115920601	A0A7M7N7T4	A0A7M7N7T4_STRPU	unreviewed	Protein kinase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	519
LOC115920601	A0A7M7SUP8	A0A7M7SUP8_STRPU	unreviewed	Protein kinase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	357
LOC764958	A0A7M7NTQ1	A0A7M7NTQ1_STRPU	unreviewed	TruB_N domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	281
LOC577099	A0A7M7NNB1	A0A7M7NNB1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1129
LOC578825	A0A7M7T5H2	A0A7M7T5H2_STRPU	unreviewed	DUF4209 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	605
LOC105445729	A0A7M7PIJ7	A0A7M7PIJ7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	696
LOC105440617	A0A7M7N9H6	A0A7M7N9H6_STRPU	unreviewed	CST complex subunit CTC1		Strongylocentrotus purpuratus (Purple sea urchin)	998
LOC105440617	A0A7M7N9Q1	A0A7M7N9Q1_STRPU	unreviewed	CST complex subunit CTC1		Strongylocentrotus purpuratus (Purple sea urchin)	993
LOC105440617	A0A7M7N9R3	A0A7M7N9R3_STRPU	unreviewed	CST complex subunit CTC1		Strongylocentrotus purpuratus (Purple sea urchin)	966
LOC579660	A0A7M7HFZ9	A0A7M7HFZ9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	640
LOC574666	A0A7M7TG62	A0A7M7TG62_STRPU	unreviewed	V-type proton ATPase subunit		Strongylocentrotus purpuratus (Purple sea urchin)	348
LOC594261	A0A7M7P9A3	A0A7M7P9A3_STRPU	unreviewed	L-serine ammonia-lyase (EC 4.3.1.17)		Strongylocentrotus purpuratus (Purple sea urchin)	324
LOC594261	A0A7M7P9E2	A0A7M7P9E2_STRPU	unreviewed	L-serine ammonia-lyase (EC 4.3.1.17)		Strongylocentrotus purpuratus (Purple sea urchin)	269
LOC594261	A0A7M7PAL1	A0A7M7PAL1_STRPU	unreviewed	L-serine ammonia-lyase (EC 4.3.1.17)		Strongylocentrotus purpuratus (Purple sea urchin)	324
LOC105443789	A0A7M7PQS4	A0A7M7PQS4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	212
LOC115919105	A0A7M7T5N7	A0A7M7T5N7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	177
LOC755450	A0A7M7N6K8	A0A7M7N6K8_STRPU	unreviewed	Death domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	574
LOC590245	A0A7M7P077	A0A7M7P077_STRPU	unreviewed	Phosphodiesterase (EC 3.1.4.-)		Strongylocentrotus purpuratus (Purple sea urchin)	552
LOC762660	A0A7M7HEB5	A0A7M7HEB5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	131
LOC115928444	A0A7M7PIY1	A0A7M7PIY1_STRPU	unreviewed	THAP-type domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	259
LOC582219	A0A7M7RC22	A0A7M7RC22_STRPU	unreviewed	Tetraspanin		Strongylocentrotus purpuratus (Purple sea urchin)	293
LOC105437288	A0A7M7PE62	A0A7M7PE62_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	234
LOC581458	A0A7M7NKU6	A0A7M7NKU6_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	734
LOC581458	A0A7M7NKZ1	A0A7M7NKZ1_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	758
LOC581458	A0A7M7NL98	A0A7M7NL98_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	758
LOC105446332	A0A7M7LTX1	A0A7M7LTX1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	124
LOC588264	A0A7M7HIG5	A0A7M7HIG5_STRPU	unreviewed	STAS domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	848
LOC588264	A0A7M7MZE4	A0A7M7MZE4_STRPU	unreviewed	STAS domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	832
LOC588264	A0A7M7MZI8	A0A7M7MZI8_STRPU	unreviewed	STAS domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	822
LOC588264	A0A7M7MZT6	A0A7M7MZT6_STRPU	unreviewed	STAS domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	833
LOC588264	A0A7M7RFE8	A0A7M7RFE8_STRPU	unreviewed	STAS domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	836
LOC100891193	A0A7M7GHT3	A0A7M7GHT3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	325
LOC105439035	A0A7M7HG09	A0A7M7HG09_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	333
LOC100891765	A0A7M7NN26	A0A7M7NN26_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1538
LOC100891765	A0A7M7NQ16	A0A7M7NQ16_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1604
LOC105437121	A0A7M7HI86	A0A7M7HI86_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	185
LOC763365	A0A7M7MXG5	A0A7M7MXG5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4712
LOC763365	A0A7M7MXR4	A0A7M7MXR4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4241
LOC763365	A0A7M7MXT2	A0A7M7MXT2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4242
LOC763365	A0A7M7SSH1	A0A7M7SSH1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5101
LOC115929765	A0A7M7PUU2	A0A7M7PUU2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	637
LOC100889098	A0A7M7PJL4	A0A7M7PJL4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	372
LOC100893295	A0A7M7GHX9	A0A7M7GHX9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	192
LOC115925536	A0A7M7P5E9	A0A7M7P5E9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	283
LOC754831	A0A7M7N0C9	A0A7M7N0C9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1468
LOC754831	A0A7M7N0F8	A0A7M7N0F8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1438
LOC754831	A0A7M7N0X8	A0A7M7N0X8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1478
LOC754831	A0A7M7N1N6	A0A7M7N1N6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1462
LOC579623	A0A7M7HM19	A0A7M7HM19_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	451
LOC579623	A0A7M7TGE1	A0A7M7TGE1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	395
LOC591772	A0A7M7PTM7	A0A7M7PTM7_STRPU	unreviewed	Sarcosine oxidase (EC 1.5.3.1)		Strongylocentrotus purpuratus (Purple sea urchin)	344
LOC100892102	A0A7M7GGY3	A0A7M7GGY3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	639
LOC100892102	A0A7M7P507	A0A7M7P507_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	638
LOC105445026	A0A7M7NLA1	A0A7M7NLA1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	947
LOC100893858	A0A7M7GKK5	A0A7M7GKK5_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	207
LOC594557	A0A7M7RFK8	A0A7M7RFK8_STRPU	unreviewed	39S ribosomal protein L30, mitochondrial		Strongylocentrotus purpuratus (Purple sea urchin)	157
LOC755640	A0A7M7NHL0	A0A7M7NHL0_STRPU	unreviewed	ZnMc domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	499
LOC105441389	A0A7M7HJN2	A0A7M7HJN2_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	378
LOC100890850	A0A7M7T5U7	A0A7M7T5U7_STRPU	unreviewed	Carboxylic ester hydrolase (EC 3.1.1.-)		Strongylocentrotus purpuratus (Purple sea urchin)	602
LOC575210	A0A7M7RBY0	A0A7M7RBY0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	435
LOC587513	A0A7M7HCQ2	A0A7M7HCQ2_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	401
LOC115921202	A0A7M7NBV1	A0A7M7NBV1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	106
LOC105438524	A0A7M7HDF1	A0A7M7HDF1_STRPU	unreviewed	FMN hydroxy acid dehydrogenase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	382
LOC100888804	A0A7M7HMF4	A0A7M7HMF4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	545
LOC591663	A0A7M7RG94	A0A7M7RG94_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	438
LOC105447177	A0A7M7SXX4	A0A7M7SXX4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	369
LOC584831	A0A7M7RCX2	A0A7M7RCX2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	294
LOC574952	A0A7M7RHE9	A0A7M7RHE9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	83
LOC582436	A0A7M7RC53	A0A7M7RC53_STRPU	unreviewed	BCL domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	255
LOC115929314	A0A7M7T4T1	A0A7M7T4T1_STRPU	unreviewed	Peptidase M12B domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	132
LOC589172	A0A7M7PC44	A0A7M7PC44_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1240
LOC100888721	A0A7M7SZT9	A0A7M7SZT9_STRPU	unreviewed	TIR domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	659
LOC755899	A0A7M7LIM6	A0A7M7LIM6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	141
LOC115926394	A0A7M7P6W9	A0A7M7P6W9_STRPU	unreviewed	SRCR domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	134
LOC105438267	A0A7M7LVP3	A0A7M7LVP3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	388
LOC105440526	A0A7M7HEW8	A0A7M7HEW8_STRPU	unreviewed	Sulfotransfer_1 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	465
LOC115929347	A0A7M7PMM4	A0A7M7PMM4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	121
LOC105444033	A0A7M7NS02	A0A7M7NS02_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	641
LOC115929489	A0A7M7PP49	A0A7M7PP49_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	119
LOC579795	A0A7M7REP2	A0A7M7REP2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	274
LOC100892635	A0A7M7HHS8	A0A7M7HHS8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1117
LOC100890560	A0A7M7GQ85	A0A7M7GQ85_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	514
LOC579365	A0A7M7MYY1	A0A7M7MYY1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	335
LOC105446704	A0A7M7SUK8	A0A7M7SUK8_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	399
LOC584262	A0A7M7NUH4	A0A7M7NUH4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2459
LOC584262	A0A7M7SYS1	A0A7M7SYS1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2460
LOC584236	A0A7M7NRK7	A0A7M7NRK7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	656
LOC752419	A0A7M7PAG8	A0A7M7PAG8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	382
LOC100889880	A0A7M7GIN6	A0A7M7GIN6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	278
LOC115920690	A0A7M7SUW9	A0A7M7SUW9_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	427
LOC584215	A0A7M7HLZ1	A0A7M7HLZ1_STRPU	unreviewed	BTB domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	567
LOC589521	A0A7M7RH59	A0A7M7RH59_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	449
LOC575521	A0A7M7GJL1	A0A7M7GJL1_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	386
LOC105446589	A0A7M7P3B6	A0A7M7P3B6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	173
LOC585340	A0A7M7N833	A0A7M7N833_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	970
LOC576285	A0A7M7PQC6	A0A7M7PQC6_STRPU	unreviewed	Ion_trans domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1234
LOC105437633	A0A7M7P2G9	A0A7M7P2G9_STRPU	unreviewed	Beta-1,4-galactosyltransferase (EC 2.4.1.-)		Strongylocentrotus purpuratus (Purple sea urchin)	398
LOC578837	A0A7M7STJ1	A0A7M7STJ1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	252
LOC763006	A0A7M7N2U2	A0A7M7N2U2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	690
LOC574804	A0A7M7LLG5	A0A7M7LLG5_STRPU	unreviewed	Homeobox domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	270
LOC115924154	A0A7M7NUB0	A0A7M7NUB0_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	461
LOC105439854	A0A7M7T4X1	A0A7M7T4X1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	477
LOC587111	A0A7M7P8Z6	A0A7M7P8Z6_STRPU	unreviewed	Nitric oxide synthase (EC 1.14.13.39)		Strongylocentrotus purpuratus (Purple sea urchin)	1390
LOC100891730	A0A7M7GFL0	A0A7M7GFL0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	188
LOC581128	A0A7M7NP09	A0A7M7NP09_STRPU	unreviewed	Conserved oligomeric Golgi complex subunit 7 (Component of oligomeric Golgi complex 7)		Strongylocentrotus purpuratus (Purple sea urchin)	762
LOC754498	A0A7M7FZZ6	A0A7M7FZZ6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	89
LOC100893272	A0A7M7GQZ2	A0A7M7GQZ2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	535
LOC115923624	A0A7M7P9V4	A0A7M7P9V4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	536
LOC753597	A0A7M7PDY1	A0A7M7PDY1_STRPU	unreviewed	Peptidase_S8 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	446
LOC576910	A0A7M7RDZ9	A0A7M7RDZ9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	229
LOC580452	A0A7M7GGT5	A0A7M7GGT5_STRPU	unreviewed	BTB domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	345
LOC583591	A0A7M7MWV9	A0A7M7MWV9_STRPU	unreviewed	Sulfatase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	439
LOC583591	A0A7M7TGX5	A0A7M7TGX5_STRPU	unreviewed	Sulfatase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	536
LOC100890666	A0A7M7GL40	A0A7M7GL40_STRPU	unreviewed	TIR domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	934
LOC585120	A0A7M7RCZ2	A0A7M7RCZ2_STRPU	unreviewed	Ribose-phosphate diphosphokinase (EC 2.7.6.1)		Strongylocentrotus purpuratus (Purple sea urchin)	338
LOC579321	A0A7M7SUA3	A0A7M7SUA3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	399
LOC100888455	A0A7M7NE26	A0A7M7NE26_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	242
LOC105444256	A0A7M7N957	A0A7M7N957_STRPU	unreviewed	Peptide-O-fucosyltransferase (EC 2.4.1.221)		Strongylocentrotus purpuratus (Purple sea urchin)	388
LOC586555	A0A7M7RFV5	A0A7M7RFV5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	244
LOC115923362	A0A7M7NUW3	A0A7M7NUW3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	249
LOC105443614	A0A7M7NY83	A0A7M7NY83_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	213
LOC115926620	A0A7M7P8H0	A0A7M7P8H0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	335
LOC575320	A0A7M7N452	A0A7M7N452_STRPU	unreviewed	Protein Wnt		Strongylocentrotus purpuratus (Purple sea urchin)	320
LOC592067	A0A7M7RHG3	A0A7M7RHG3_STRPU	unreviewed	C-type lectin domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	364
LOC592216	A0A7M7HH74	A0A7M7HH74_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	630
LOC115921842	A0A7M7NG58	A0A7M7NG58_STRPU	unreviewed	Ion_trans domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	230
LOC100889515	A0A7M7GM14	A0A7M7GM14_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	564
LOC105439702	A0A7M7PI50	A0A7M7PI50_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	440
LOC583430	A0A7M7N7F6	A0A7M7N7F6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	274
LOC583430	A0A7M7N7T0	A0A7M7N7T0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	242
LOC579907	A0A7M7RDU3	A0A7M7RDU3_STRPU	unreviewed	Sulfotransfer_1 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	416
LOC115918334	A0A7M7N1H1	A0A7M7N1H1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	583
LOC578723	A0A7M7RCH7	A0A7M7RCH7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	870
LOC105442528	A0A7M7P8H2	A0A7M7P8H2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	833
LOC105442528	A0A7M7T1T6	A0A7M7T1T6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	834
LOC105442528	A0A7M7T1V1	A0A7M7T1V1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	788
LOC753218	A0A7M7PWP0	A0A7M7PWP0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	656
LOC752699	A0A7M7N4Q6	A0A7M7N4Q6_STRPU	unreviewed	Arrestin_C domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	250
LOC591569	A0A7M7RG89	A0A7M7RG89_STRPU	unreviewed	Zinc finger CCHC-type and RNA-binding motif-containing protein 1 (U11/U12 small nuclear ribonucleoprotein 31 kDa protein)		Strongylocentrotus purpuratus (Purple sea urchin)	233
